Name,Platform,Critic_Score,User_Score
A Witch's Tale,DS,5,
Samorost 3,PC,8,7.8
The Alliance Alive,3DS,7.3,8.1
Classic NES Series: Bomberman,GBA,5.4,
INK,PC,,
ToeJam & Earl III: Mission to Earth,XB,,
Phantasy Star Collection,GBA,7.9,
Doukoku Shoshite...,SAT,,
LEGO Knights' Kingdom,GBA,,
Final Fantasy III,PSP,,
Dead Cells,NS,9.3,8.4
Starpoint Gemini Warlords,PC,7.3,7.1
Retro Game Challenge,DS,8.1,
Mechanic Master,DS,7.6,
NBA Jam 2002,GBA,2,
Shining Force NEO,PS2,,
Tom Clancy's Splinter Cell Trilogy,PS3,6.5,
Monster Madness: Battle for Suburbia,X360,4.8,
Army Men: Sarge's War,XB,4.5,
Fantastic Four: Rise of the Silver Surfer,X360,,
Primal Rage,PS,5,
FIFA Street 2,GC,6,
NCIS 3D,3DS,,
Constructor HD,PS4,,
Heart Catch PreCure! Oshare Collection,DS,,
Taito Legends,PS2,7.8,
Farm Together,PC,,
Tom Clancy's Rainbow Six: Rogue Spear,GBA,8.4,
SaGa: Scarlet Grace,PSV,,
NFL Head Coach 09,X360,7,
Pac 'n Roll,DS,,
BoomBots,PS,4.5,
John Daly's ProStroke Golf,PS3,5.5,
Girl Time,DS,,
Star Trek: Conquest,PS2,8,
Garfield's Fun Fest,DS,,
World Championship Rugby,PS2,,
Just In Time Translations,DS,,
Phantom Dust,XB,8.2,
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,,
Shin Sangoku Musou: Multi Raid 2,PSP,,
Pinball Hall of Fame: The Williams Collection,3DS,,
The King of Fighters XII,X360,6.4,
Growlanser Generations,PS2,,
Mega Man Battle Chip Challenge,GBA,4,
Ice Lakes,PC,,
Influent,PC,,
Namco Museum Arcade Pac,NS,7.8,
Minecraft: Story Mode - Season Two,PS4,,
20XX,PC,,
de Blob 2,DS,7.5,
Kingdom Rush Frontiers,PC,,
Dementium II,DS,7.5,
TMNT,PSP,3.6,
Fairyland: Incursion,PC,,
Cold Winter,PS2,7.5,
Ring of Red,PS2,8,
International Track & Field 2000,PS,,
Ping Pals,DS,3.5,
Warhammer: Battle March,X360,5.8,
Mystery P.I. - Portrait of a Thief,DS,,
Stubbs the Zombie in Rebel Without a Pulse,XB,,
Batman: Dark Tomorrow,XB,2.2,
Winter Stars,Wii,,
The Hardy Boys: Treasure on the Tracks,DS,,
Desktop Tower Defense,DS,4,
SHENZHEN I/O,PC,,
18 Wheeler: American Pro Trucker,GC,5,
Arma Tactics,PC,,
Darksiders: Warmastered Edition,PS4,8.1,7.6
Mana Khemia: Student Alliance,PSP,3.2,
Utawarerumono: Mask of Deception,PSV,,
Happy Feet Two,3DS,,
Super Swing Golf Season 2,Wii,,
Get Up and Dance,Wii,,
JASF: Jane's Advanced Strike Fighters,PS3,,
Naruto Ultimate Collection,PS2,,
The King of Fighters '99,PS,7,
Mass Destruction,PS,7,
Insanely Twisted Shadow Planet,PC,8,
Batman: Rise of Sin Tzu,XB,6.5,
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,,
Alter World,PC,,
Queen's Blade: Spiral Chaos,PSP,,
Jikkyou Powerful Pro Yakyuu '95,PS,,
Ridge Racer Unbounded,X360,,
Spy vs Spy,XB,,
Cory in the House,DS,3,
Coraline,PS2,2.5,
Mighty No. 9,PS4,5.2,3.5
Sega Touring Car Championship,SAT,,
My SAT Coach with The Princeton Review,DS,6.5,
FIFA Soccer 06,PSP,7.6,
Cold Fear,PS2,7.2,
Rebuild 3: Gangs of Deadsville,PC,,
Merchants of Kaiden,PC,,
Where the Wild Things Are,X360,4.7,
Hektor,PC,,
The Invisible Hours,PS4,,
Zangeki no Reginleiv,Wii,,
Zero Escape: Zero Time Dilemma,PSV,8.3,8.3
Alchemy Mysteries: Prague Legends,PC,,
Monster Energy Supercross - The Official Videogame,PS4,,
Cubium Dreams,PC,,
Legends of Eisenwald,PC,7.1,7.7
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,,
Harvey Birdman: Attorney at Law,PSP,,
Crashlands,PC,7.8,7.8
Murakumo: Renegade Mech Pursuit,XB,4.5,
NHL Hitz 20-03,XB,8.4,
Deus Ex: Human Revolution,WiiU,8.6,
Gun Metal,XB,,
Escape The Museum,Wii,,
DualPenSports,3DS,5.8,3.5
Dead State: Reanimated,PC,,
Pro Yakyuu Spirits 5,PS3,,
BloodRayne,GC,7.9,
Fairyland: Fairy Power,PC,,
Truth or Lies,X360,4,
ECW Anarchy Rulz,PS,,
Metal Slug 4 & 5,PS2,,
The Idolmaster: Platinum Stars,PS4,,
InuYasha: A Feudal Fairy Tale,PS,,
Gabrielle's Ghostly Groove 3D,3DS,7.5,7.4
J-League Winning Eleven 9: Asia Championship,PS2,,
Submerged,PC,4.7,5
Fabulous Finds,DS,,
Sabrina The Teenage Witch: Potion Commotion,GBA,,
Pac-Man Pinball Advance,GBA,,
Pocket Pets,DS,,
Samurai Warriors 4,PSV,,
Yu Yu Hakusho: Tournament Tactics,GBA,,
Home Run King,GC,6.2,
GoldenEye: Rogue Agent,DS,6.5,
To Heart 2: Dungeon Travelers,PSP,,
Calling,Wii,4.8,
WWE All Stars,PS2,,
Pimp My Ride,Wii,2.2,
Let's Play Garden,DS,,
MLB Power Pros,PS2,8.4,
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,,
Kousoku Card Battle: Card Hero,DS,,
AirForce Delta Strike,PS2,6.4,
The Witch and the Hundred Knight,PS4,,
Lost Horizon,PC,,
SD Gundam G Generation Genesis,PS4,,
Tokimeki Memorial: Girl's Side 2nd Season,DS,,
Analogue: A Hate Story,PC,7,
Bodycount,PS3,4.9,
Disney's Peter Pan: Return to Never Land,GBA,4,
Jake Hunter Detective Story: Memories of the Past,DS,7.9,
Puzzler World 2,DS,,
Nickelodeon Dance,X360,,
The Fairly Odd Parents: Breakin Da Rules,XB,,
Capcom vs. SNK 2 EO,GC,,
Open Season,X360,5.7,
Space Chimps,X360,6.7,
Hot Wheels Velocity X,GC,,
Cloudy With A Chance of Meatballs,Wii,6.7,
Intralism,PC,,
Planet 51,PS3,5,
Green Lantern: Rise of the Manhunters,DS,5.5,
Contra Advance: The Alien Wars EX,GBA,6.7,
Cake Mania,DS,6.5,
Master of the Monster Lair,DS,6.9,
The Settlers,DS,4,
The Elder Scrolls Online: Summerset,XOne,,
History Channel: Battle for the Pacific,Wii,,
Army Men: RTS,PS2,6.1,
Yard Sale Hidden Treasures: Sunnyville,DS,,
Mobile Suit Gundam: MS Sensen 0079,Wii,,
Shadow of Destiny,PSP,6.8,
12 Labours of Hercules III: Girl Power,PC,,
Digimon World: Next Order,PSV,,
Grease,DS,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,,
Surf's Up,PSP,,
ESPN NHL Hockey,XB,9.3,
Mortal Kombat: Deception,GC,7.2,
Monster Lab,PS2,,
XXX,GBA,,
Beaterator,PSP,7.9,
Guitar Rock Tour,DS,,
Tales of the World: Tactics Union,3DS,,
Maximum Force,PS,5,
Worms Forts: Under Siege,PS2,,
Prototype: Biohazard Bundle,XOne,,
Invizimals: The Lost Tribes,PSP,,
Taiko no Tatsujin: V Version,PSV,,
Paws & Claws Pet Vet: Australian Adventures,DS,,
Project: Snowblind,XB,8.8,
Astro Boy: The Video Game,PS2,5,
Brave Story: New Traveler (US sales),PSP,7.5,
Disney's Extreme Skate Adventure,XB,,
Tales of Phantasia: Full Voice Edition,PSP,,
Sparkle 3 Genesis,PC,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,,
The Spiderwick Chronicles,X360,,
BlazBlue: Calamity Trigger Portable,PSP,7.9,8.4
Final Fantasy XII: The Zodiac Age,PC,8.3,8.8
Pac-Man World 2,GBA,,
Game Corp DX,PC,,
Karaoke Revolution Presents American Idol Encore,X360,,
Odama,GC,6.5,
Pinball Hall of Fame: The Williams Collection,PSP,8,
Tank Blast,PC,,
Mobile Light Force 2,PS2,,
Naval Ops: Warship Gunner,PS2,7.7,
Soma Bringer,DS,,
Bridge Project,PC,,
Hasbro Family Game Night Fun Pack,Wii,,
Shin Sangoku Musou 6 Special,PSP,,
The King of Fighters Collection: The Orochi Saga,Wii,7.4,
Go! Sudoku (JP sales),PSP,,
Ride,XOne,,
Staxel,PC,,
Bionicle Heroes,GC,5.4,
UBERMOSH,PC,,
Eragon,PSP,6.2,
The King of Fighters 2000/2001,PS2,7.8,
Lost in Blue,DS,6.8,
Batman & Robin,PS,5.4,
Chameleon Twist,N64,6.5,
Chopper Attack,N64,5.6,
Fighting Force 64,N64,5.2,
Lunacy,SAT,,
Nuclear Strike 64,N64,,
Snowboard Kids 2,N64,6,
Tonic Trouble,N64,5,
Top Gear Rally 2,N64,8.2,
Vigilante 8: 2nd Offense,N64,,
Spyborgs,Wii,6.3,
Planescape Torment: Enhanced Edition,PC,,
Wolfenstein II: The New Colossus,NS,8.3,7.9
Street Fighter Collection,SAT,,
Ninja Assault,PS2,5,
RiME,PS4,7.1,7.7
GunGriffon Blaze,PS2,8.4,
Army Men: Soldiers of Misfortune,DS,3.5,
Frontier Gate,PSP,,
Higurashi no Naku Koro ni Matsuri,PS2,,
Super Robot Wars OG: The Moon Dwellers,PS4,,
Agents of Mayhem,XOne,7.3,6.4
Top Angler: Real Bass Fishing,PS2,3.9,
Michael Phelps: Push the Limit,X360,,
Overcooked Special Edition,NS,8.4,
Night at the Museum: Battle of the Smithsonian,X360,5.4,
Bodycount,X360,4.8,
PDC World Championship Darts: Pro Tour,Wii,,
The King of Fighters 2002: Unlimited Match,PC,,
Breakout,PS,4.9,
AKB48+Me,3DS,,
Alias,PS2,7.3,
Sakura Taisen Hanagumi Tsuushin,SAT,,
Death Jr.: Root of Evil,Wii,7.3,
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,,
Iron Brigade,PC,9,5.3
Hollywood Squares,Wii,,
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,6.3,
Gundam Breaker 3,PS4,,
Smash Court Tennis 3,X360,4.9,
Sacred 3,PS3,,
Silly Bandz: Play The Craze,DS,,
Transformers: Devastation,PS3,,
Earth Defense Force 4.1: The Shadow of New Despair,PS4,6.4,7.4
Outlaw Golf: Nine Holes of Christmas,XB,,
NHL Rivals 2004,XB,6.5,
X-Men: Next Dimension,XB,6.7,
Felony 11-79,PS,7,
Tyco RC: Assault with a Battery,PS,,
Classic Road,SNES,,
OlliOlli,PC,7.8,6.5
Avatar: The Last Airbender,PSP,6,
Hole in the Wall: Deluxe Edition,X360,,
Dawn of Discovery,DS,7.9,
NBA 2K18,X360,7,
Panzer Dragoon Saga,SAT,9.1,
Nicktoons: Unite!,DS,,
Flight Control HD,PC,8,
Backyard NFL Football '10,X360,,
ATV Quad Kings,DS,,
Shining Ark,PSP,,
The Scorpion King: Rise of the Akkadian,GC,5.2,
Hyperdimension Neptunia U: Action Unleashed,PC,,
Sword of the Stars II: Enhanced Edition,PC,,
Oddworld: Munch's Oddysee,PC,,
Transformers: Beast Wars Transmetals,PS,3,
Mushroom Men: Rise of the Fungi,DS,5.1,
A New Beginning,PC,,
Ore no Imouto ga Konnani Kawaii Wake ga Nai Portable,PSP,,
Snapshot,PC,7.4,7.3
Charlie and the Chocolate Factory,XB,4.5,
Constantine,PS2,6.5,
Prinny: Can I Really Be the Hero?,PSP,7.2,
Pimp My Ride,X360,3.8,
Pokemon Rumble World,3DS,7,6.2
Dynasty Tactics 2,PS2,8.3,
Touch Detective 2 1/2,DS,6.8,
Vacation Sports,Wii,,
Real World Golf,PS2,,
Patapon 2,PSP,8.2,
Winter Heat,SAT,,
WRC 5: FIA World Rally Championship,PS3,,
Animal Planet: Vet Life,DS,,
Ty the Tasmanian Tiger 2: Bush Rescue,XB,6.9,
Defender,GC,7,
BlazBlue: Continuum Shift II,3DS,6,6.2
The Polar Express,GC,3.3,
BMX XXX,XB,6.8,
ATV: Quad Frenzy,DS,4.8,
Totally Spies! Totally Party,Wii,,
Ys VIII: Lacrimosa of Dana,NS,8.5,6.7
Lady Sia,GBA,8,
Lucha Libre AAA: Heroes del Ring,PS3,5,
Rock Band: Metal Track Pack,PS2,,
Sonic Generations,PC,8.3,8.3
Burnout Paradise Remastered,XOne,8,6.7
Frogger: Helmet Chaos,PSP,7,
Replica,PC,,
Robotech: Invasion,PS2,7.4,
fault - milestone one,PC,,
Rock Band: Metal Track Pack,Wii,,
Dr. Seuss' The Cat in the Hat,XB,,
Hellboy: The Science of Evil,X360,3.5,
Irozuki Tingle no Koi no Balloon Trip,DS,,
Sakura Dungeon,PC,,
Sword Art Online: Lost Song,PS3,,
Where the Wild Things Are,PS3,4.7,
Champion Jockey: G1 Jockey & Gallop Racer,Wii,,
HOP,DS,,
Metal Gear Solid V: The Definitive Experience,XOne,,
Sniper Elite,Wii,,
Cats & Dogs: The Revenge of Kitty Galore,DS,,
Astro Boy: The Video Game,Wii,5.3,
Call of Duty: Modern Warfare Trilogy,PS3,,
Vanishing Realms,PC,,
Final Fantasy I & II,NES,,
Starsky & Hutch,GC,6,
The Cheetah Girls: Pop Star Sensations,DS,4.5,
Langrisser IV,SAT,,
FoxKids.com Micro Maniacs Racing,PS,7.5,
Happy Feet Two,DS,,
Hexen: Beyond Heretic,PS,,
Arcade Party Pak,PS,7.6,
Bust-A-Move DS,DS,7.5,
Planet 51,X360,5.7,
Cabela's North American Adventures,X360,,
Football Manager 2019,PC,8.6,6.5
Kotoba no Puzzle: Mojipittan Daijiten,PSP,,
Yamaha Supercross,DS,,
"Cook, Serve, Delicious! 2!!",PC,,
TransOcean: The Shipping Company,PC,,
Hitman Trilogy,PS2,,
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,,
Kairo,PC,,
A.R.E.S. Extinction Agenda,PC,6.8,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,,
Rock Band Track Pack: Classic Rock,PS3,6.5,
Heroes of Hammerwatch,PC,,
Cabela's Adventure Camp,PS3,,
Railroad Tycoon II,PS,6.6,
The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales),PSP,,
The Hardy Boys: The Hidden Theft,Wii,,
Naruto Shippuden 3D: The New Era,3DS,,
My Boyfriend,DS,,
Evil Maze,PC,,
Kirarin * Revolution: Kira Kira Idol Audition,DS,,
Killer Instinct (2013),XOne,,
Ranma 1/2: Akanekodan Teki Hihou,SNES,,
The BIGS,PSP,7.6,
Pac-Man and the Ghostly Adventures 2,PS3,,
Monster Jam: Path of Destruction,PSP,,
Victory Zone,PS,,
Rengoku: The Tower of Purgatory,PSP,4.7,
The Secret Saturdays: Beasts of the 5th Sun,PSP,,
Fit in Six,Wii,,
Goal Storm '97,PS,6,
Paws & Claws: Pet Resort,Wii,,
Dynasty Warriors Advance,GBA,5.2,
Pachi-Slot Aruze Oukoku 3,PS,,
Pixel Puzzles 2: Space,PC,,
Tournament Pool,Wii,,
Transformers: Devastation,X360,,
Guilty Gear Xrd -Revelator-,PS3,,
Aqua Aqua,PS2,7.7,
Naruto Shippuden: Naruto vs. Sasuke,DS,,
Mega Man Zero 4,GBA,7.5,
NASCAR '14,PS3,,
Black Bass with Blue Marlin,PS,5,
Mega Man Battle Network 5: Double Team DS (JP sales),DS,,
Ace of Words,PC,,
The Voice,X360,,
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,,
Hyper Formation Soccer,PS,,
Kamen Rider: Battride War II,PS3,,
Tiger Woods PGA Tour 06,GC,8.3,
Jupiter Strike,PS,2,
Sudokuro,DS,,
Shadow Warrior (2013),PS4,,
Tetris Evolution,X360,6.3,
Saigo no Yakusoku no Monogatari,PSP,,
Mighty No. 9,PC,5.2,3.6
Metal Gear Solid Integral,PS,9,
HIVESWAP: ACT 1,PC,,
Depth Hunter 2: Deep Dive,PC,,
FIFA World Cup Germany 2006,PSP,6.5,
Chime,PC,,
Dungeon Souls,PC,6.7,5.5
Reign of Fire,GC,6,
Rogue Warrior,X360,3,
Pro Evolution Soccer 2017,X360,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,,
Adventure Time: Finn & Jake Investigations,3DS,,
"Sakura Wars: So Long, My Love",Wii,7.4,
Assassin's Creed Chronicles,PS4,,
Sakura Wars,DC,7.6,
Jampack Volume 14 (RP-T),PS2,,
Pro Yakyuu Team o Tsukurou! 2,DS,,
Rome: Total War,PC,9,
Mace Griffin: Bounty Hunter,XB,6.3,
Martian Gothic: Unification,PS,,
Woody Woodpecker Racing,PS,4,
Final Fantasy XII International Zodiac Job System,PS2,,
Fight Club,XB,4.5,
Carnage Heart,PS,7.1,
"Grand Theft Auto: Mission Pack #1, London 1969",PS,6.7,
Kamen Rider: Climax Heroes,PS2,,
Robotics;Notes,PS3,,
Disney Channel Collection Vol. 1,GBA,,
SimAirport,PC,,
Total Immersion Racing,PS2,5.8,
Virtual Hydlide,SAT,,
Petz Fashion: Dogz & Catz,DS,,
Viewtiful Joe: Double Trouble!,DS,,
Rocky Balboa,PSP,4.7,
Warriors Orochi 3,PSP,,
FlatOut: Ultimate Carnage,X360,8.5,
Space Invaders,GBA,8.1,
Digimon Digital Card Battle,PS,,
Alvin and the Chipmunks: Chipwrecked,X360,,
Kuroko no Basuke: Game of Miracles,PSP,,
AquaPazza: AquaPlus Dream Match,PS3,,
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,,
Pro Evolution Soccer 2014,PC,8.3,4.4
Family Feud: 2012 Edition,X360,,
Yuusha no Kuse ni Namaikida Or 3D,PSP,,
Trauma Center: Under the Knife 2,DS,8.2,
Cities XXL,PC,4.7,1.7
Dark Souls: Remastered,XOne,8,
Gem Quest: 4 Elements,DS,,
Big League Sports: Summer,DS,,
Dead to Rights II,XB,6.8,
Hysteria Hospital: Emergency Ward,DS,,
Project: Horned Owl,PS,6,
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,,
Rock Revolution,DS,4.1,
Science Papa,DS,,
Alvin and the Chipmunks: Chipwrecked,DS,,
Fatal Frame 2: Wii Edition,Wii,,
NASCAR The Game: Inside Line,X360,,
QUBIC,PC,,
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,,
Busou Shinki: Battle Masters Mk. 2,PSP,,
Cabela's Dangerous Hunts 2,XB,6.4,
Fairy Tail: Portable Guild,PSP,,
Alpacapaca Dash,PC,,
My First Dollhouse,DS,,
SimCity 2000,GBA,6.5,
X-Men: The Official Game,DS,5.7,
Etrian Odyssey Nexus,3DS,8,6.6
Brunswick Circuit Pro Bowling 2,PS,7,
D,PS,7,
Ennichi no Tatsujin,Wii,,
The Godfather: Mob Wars,PSP,6.2,
Pac-Man and the Ghostly Adventures 2,X360,,
Puzzle Chronicles,PSP,6.5,
Girls und Panzer: I Will Master Tankery,PSV,,
Power Rangers: Super Legends,DS,4,
Stronghold Kingdoms,PC,,
Wizardry VI: Bane of the Cosmic Forge,SNES,,
Power Pocket Koushien,DS,,
Gravity Games Bike: Street Vert Dirt,PS2,,
Pro Yakyuu Spirits 2010,PS2,,
Jackal,PC,,
Dreamer Series: Top Model,DS,,
Troll and I,NS,,
American Girl: Julie Finds a Way,DS,,
Top Spin,PS2,7.4,
Derby Stallion P,PSP,,
GRUZCHIK,PC,,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,,
Slime Rancher,PS4,,
UFC: Tapout 2,XB,7.1,
The Bachelor: The Videogame,Wii,,
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,,
Darkness Assault,PC,,
Ski-Doo Snowmobile Challenge,PS3,6.7,
Jikkyou Powerful Pro Yakyuu 10,GC,,
The First Templar,X360,7,
Vexx,XB,6.8,
Winning Eleven: Pro Evolution Soccer 2007,X360,8.3,
Disney's Chicken Little: Ace In Action,Wii,7.6,
Pac-Man Championship Edition 2 + Arcade Game Series,PS4,,
F1 Career Challenge,PS2,7.4,
Yoostar2,PS3,,
Pariah,XB,8,
World Series of Poker: Tournament of Champions 2007 Edition,PSP,6.4,
Cabela's Outdoor Adventures,XB,,
Battleplan: American Civil War,PC,,
Metal Slug 3,XB,6.8,
The Lord of the Rings: Conquest,DS,5.9,
Motocross Mania 3,PS2,3.8,
Princess Debut,DS,7,
Pro Yakyuu Famista DS 2009,DS,,
"Sesame Street: Ready, Set, Grover!",Wii,,
Thrillville: Off the Rails,PSP,7.6,
NHL-Legacy Edition,X360,,
Banjo-Pilot,GBA,6.2,
Cloudy With a Chance of Meatballs,PS3,6.7,
Gallop Racer 2006,PS2,8.5,
Dora's Big Birthday Adventure,Wii,,
Digimon Story: Lost Evolution,DS,,
Frogger: Ancient Shadow,PS2,5.3,
Despicable Me: The Game,PS2,,
Tom Clancy's Splinter Cell: Conviction,PC,8,
Metal Arms: Glitch in the System,GC,8.3,
Imagine: Soccer Captain,DS,,
Tom Clancy's Splinter Cell: Chaos Theory,GC,7.8,
Blades of Time,X360,,
Brain Quest: Grades 5 & 6,DS,,
Putrefaction,PC,,
Barbie in The 12 Dancing Princesses,DS,,
Escape From Monkey Island,PS2,8.7,
JU-ON: The Grudge,Wii,4,
Monster Prom,PC,7.3,6.7
Ridge Racer 2,PSP,7.5,
Yggdra Union: We'll Never Fight Alone,PSP,7.7,
Rusty Lake: Roots,PC,,
PDC World Championship Darts: Pro Tour,PS3,,
Who Wants to Be a Millionaire: 3rd Edition,Wii,,
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,,
Exit DS,DS,6.5,
AXYOS,PC,,
Tokyo Xanadu eX+,PS4,7.5,7.4
Family Fun Football,Wii,4,
Macross 30: Voices across the Galaxy,PS3,,
Gretzky NHL,PSP,6,
Mobile Suit Gundam Unicorn,PS3,,
Corvette Evolution GT,DS,4.8,
Universe at War: Earth Assault,X360,6.3,
Momotarou Dentetsu 16,Wii,,
Stardew Valley,PS4,8.8,7.6
Dropship: United Peace Force,PS2,7.9,
Albert and Otto,PC,,
Road Rash: Jailbreak,GBA,7.9,
Everything,PC,,
Syberia,XB,6.1,
The Seven Deadly Sins: Knights of Britannia,PS4,5.5,5.9
WireWay,DS,6,
Little Racers STREET,PC,,
G1 Jockey 3,PS2,,
Disgaea Infinite,PSP,6.8,
How to Train Your Dragon 2,PS3,,
Phantom Brave: The Hermuda Triangle,PSP,7.2,
Atsumare! Power Pro Kun no DS Koushien,DS,,
Revolution X,PS,1,
Final Fantasy VI,PC,,
Little Battlers eXperience W Super Custom,3DS,,
Terraria,PSV,9.2,7.9
Brooktown High: Senior Year,PSP,,
Riviera: The Promised Land,GBA,8.7,
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,7.5,
Tom Clancy's Ghost Recon: Predator,PSP,6,
Orbt XL,PC,,
UEFA Euro 2016,PS3,,
Top Gun: Combat Zones,GBA,,
Bujingai: The Forsaken City,PS2,7.4,
Doko Demo Issho,PSP,,
Karaoke Revolution,PS3,,
Valhalla Hills,PC,6.9,6.8
Chameleon,PSP,3,
Beyond Good & Evil,XB,,
Midsummer Night,PC,,
Death By Degrees,PS2,,
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,,
Samurai Warriors Chronicles 2nd,3DS,,
Vandal Hearts II,PS,7.2,
Astro Boy: The Video Game,DS,4.4,
Romance of the Three Kingdoms XIII,PS4,6.7,7.1
Toaru Majutsu no Index,PSP,,
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,4.8,
Truth or Lies,Wii,4,
The Book of Unwritten Tales,PC,7.9,8.3
Miami Law,DS,5.5,
UNO / Skip-Bo / UNO Freefall,DS,,
Adventures of Shuggy,PC,,
Uta no Prince-Sama: Music,PSP,,
Cargo Commander,PC,6.3,6.9
Culdcept DS,DS,,
America's Next Top Model,DS,,
Devil Daggers,PC,8.3,7.1
Colin McRae Rally 04,XB,8.7,
Gloria Victis,PC,,
FIFA Street,XB,,
Monster Jam: Maximum Destruction,GBA,5.5,
The King of Fighters: Dream Match 1999,DC,7.2,
Blitz: The League II,X360,6.6,
Bloop Reloaded,PC,,
PictoImage,DS,,
Weiss Schwarz Portable,PSP,,
Age of Steel: Recharge,PC,,
Heavy Fire: Afghanistan,Wii,,
Kirarin * Revolution: Mezase! Idol Queen,DS,,
Dungeons & Dragons Tactics,PSP,5.2,
MXGP 2,XOne,,
X-Men: Children of the Atom,PS,3.5,
Hot Wheels: Stunt Track Challenge,XB,6.5,
iBomber Defense Pacific,PC,,
Hexcells Infinite,PC,,
Agatha Christie: The ABC Murders,DS,6,
Math Blaster in the Prime Adventure,DS,,
Blue Stinger,DC,6.7,
Shellshock,PS,7,
Z,PC,,
Warriors All-Stars,PS4,7,6.5
Hot Wheels Ultimate Racing,PSP,,
Monkey Island: Special Edition Collection,PS3,,
The Elder Scrolls Online: Summerset,PS4,7.5,5.4
Capcom vs. SNK 2 EO,XB,8.6,
SimAnimals Africa,DS,6.7,
Inazuma Eleven GO Strikers 2013,Wii,,
Metal Gear Solid HD Edition,PS3,,
Hunter: The Reckoning,GC,7.1,
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,,
Dancing on Ice,Wii,,
Urban Chaos,PS,4.5,
Homeworld: Deserts of Kharak,PC,7.9,7.9
Kamen Rider: Climax Heroes W,Wii,,
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,,
Freaky Flyers,PS2,7,
NASCAR Heat 3,XOne,6.8,8.3
Starlink: Battle for Atlas,PS4,7,5.4
Baten Kaitos Origins,GC,7.5,
E?úO?úE: Eve Of Extinction,PS2,,
Mega Man Legacy Collection 2,PS4,7.1,7.2
Surf's Up,X360,6.2,
Dark Summit,XB,7.9,
Generator Rex: Agent of Providence,3DS,,
Penguin no Mondai: The World,DS,,
Flushed Away,DS,4,
Cabela's Adventure Camp,X360,,
Zone of the Enders: The 2nd Runner MARS,PS4,7.1,7.7
Hakuouki Portable,PSP,,
Hyperdimension Neptunia Re;Birth 3: V Generation,PSV,,
NHL 2004,GC,8.8,
X-Men: The Official Game,XB,4.8,
RLH: Run Like Hell,PS2,,
Help Wanted: 50 Wacky Jobs,Wii,,
Life Beetle,PC,,
LiEat,PC,,
Backyard Baseball '10,Wii,,
Water Sports,Wii,,
Digimon Adventure,PSP,,
Record of Agarest War Zero,X360,6.5,
Starlink: Battle for Atlas,XOne,7.8,6.7
Conflict: Global Terror,XB,6,
Minority Report: Everybody Runs,GC,,
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,9.1,6.3
The Ant Bully,PS2,,
Steins;Gate,PSV,8.3,8.7
Salt,PC,,
Football Director DS,DS,,
aMAZE,PC,,
Monster Rancher EVO,PS2,6.5,
Assassin's Creed: Rogue,PC,,
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,,
Project Hacker: Kakusei,DS,,
Deca Sports DS,DS,,
X-Men: Destiny,Wii,3.3,
KORG DS-10 Synthesizer Plus,DS,,
Guitar Hero: Van Halen,PS2,4.9,
Knights of Pen and Paper 2,PC,,
Olympic Summer Games: Atlanta 1996,PS,,
Igor: The Game,Wii,,
The Destiny of Zorro,Wii,,
Disney's The Haunted Mansion,GC,,
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,,
Draglade,DS,7,
BallisticNG,PC,,
The Smurfs 2,Wii,,
Darius Gaiden,SAT,,
All Kamen Rider: Rider Generation 2,DS,,
Beach Spikers: Virtua Beach Volleyball,GC,7.1,
Scribblenauts Unmasked: A DC Comics Adventure,3DS,9.1,6.1
My Healthy Cooking Coach,DS,,
You Don't Know Jack: Mock 2,PS,,
3D Tank Warfare Simulator Panzer Front,PS,,
Leisure Suit Larry: Box Office Bust,PS3,2,
Jade Cocoon 2,PS2,7.9,
